run,he,mode,loss,train_f1,val_f1,test_f1
0,0.5670361518859863,learned,0.0902064517140388,0.989388580090955,0.6448149551597827,0.648269765092195
1,0.5670361518859863,learned,0.0918172225356102,0.9936836786255684,0.6459517494000253,0.6476382924981056
2,0.5670361518859863,learned,0.0820164158940315,0.991157150075796,0.6435518504484021,0.6478908815357414
3,0.5670361518859863,learned,0.0844379961490631,0.9876200101061142,0.6458254389288872,0.6497852993180095
4,0.5670361518859863,learned,0.0938761532306671,0.989388580090955,0.6493621321207528,0.649280121242738
0,0.5670361518859863,learned,0.0901989191770553,0.989388580090955,0.6465833017557155,0.6490275322051023
1,0.5670361518859863,learned,0.0893240272998809,0.993178372915614,0.6451938865731969,0.6486486486486487
2,0.5670361518859863,learned,0.0837307497859001,0.9825669530065688,0.6414045724390552,0.6487749431674665
3,0.5670361518859863,learned,0.080455407500267,0.9901465386558868,0.6434255399772641,0.6485223541298307
4,0.5670361518859863,learned,0.0897972732782363,0.9876200101061142,0.6539093090817228,0.6542056074766355
0,0.084662526845932,learned,0.6483345031738281,1.0,0.3547619047619048,0.2928571428571428
1,0.084662526845932,learned,0.7587146162986755,1.0,0.369047619047619,0.3261904761904762
2,0.084662526845932,learned,0.6439042091369629,1.0,0.3809523809523809,0.3166666666666666
3,0.084662526845932,learned,0.5621882677078247,1.0,0.3642857142857142,0.3238095238095238
4,0.084662526845932,learned,0.5972915887832642,1.0,0.3738095238095238,0.319047619047619
0,0.1424941420555114,learned,0.8520370721817017,1.0,0.6190476190476191,0.5880952380952381
1,0.1424941420555114,learned,0.8778115510940552,1.0,0.6404761904761904,0.5785714285714286
2,0.1424941420555114,learned,0.9300206303596495,1.0,0.6238095238095238,0.5642857142857143
3,0.1424941420555114,learned,0.8391814231872559,1.0,0.6309523809523809,0.5880952380952381
4,0.1424941420555114,learned,0.9295041561126708,1.0,0.5547619047619048,0.5214285714285715
0,0.1790098249912262,learned,0.7603707313537598,1.0,0.7142857142857143,0.6880952380952381
1,0.1790098249912262,learned,0.5573766231536865,1.0,0.7238095238095238,0.6857142857142857
2,0.1790098249912262,learned,1.0444546937942505,1.0,0.7547619047619047,0.6738095238095239
3,0.1790098249912262,learned,0.9709270596504213,1.0,0.7309523809523809,0.7095238095238096
4,0.1790098249912262,learned,0.5775028467178345,1.0,0.7642857142857142,0.7119047619047619
0,0.2023173421621322,learned,0.4108270704746246,0.9952380952380953,0.7380952380952381,0.7023809523809523
1,0.2023173421621322,learned,0.4581021666526794,1.0,0.8095238095238095,0.7666666666666667
2,0.2023173421621322,learned,0.4664546251296997,1.0,0.7023809523809523,0.7309523809523809
3,0.2023173421621322,learned,0.3917557001113891,1.0,0.7476190476190476,0.7333333333333333
4,0.2023173421621322,learned,0.5502092838287354,1.0,0.7428571428571429,0.7333333333333333
0,0.232891708612442,learned,0.3476883471012115,1.0,0.8142857142857143,0.7642857142857142
1,0.232891708612442,learned,0.3261432945728302,0.9952380952380953,0.7119047619047619,0.65
2,0.232891708612442,learned,0.4316441714763641,1.0,0.8357142857142857,0.8000000000000002
3,0.232891708612442,learned,0.3032001852989197,1.0,0.8142857142857143,0.7785714285714285
4,0.232891708612442,learned,0.3454479873180389,1.0,0.8095238095238095,0.8119047619047619
0,0.2746965289115906,learned,0.3436119258403778,1.0,0.8452380952380952,0.7928571428571428
1,0.2746965289115906,learned,0.2485571205615997,0.9952380952380953,0.8095238095238095,0.7476190476190476
2,0.2746965289115906,learned,0.2942883968353271,0.9952380952380953,0.8380952380952381,0.7857142857142857
3,0.2746965289115906,learned,0.320310890674591,1.0,0.8404761904761906,0.8000000000000002
4,0.2746965289115906,learned,0.3970287442207336,1.0,0.8547619047619046,0.8095238095238095
0,0.3349923491477966,learned,0.20960633456707,1.0,0.8833333333333333,0.8333333333333334
1,0.3349923491477966,learned,0.2319098711013794,1.0,0.8666666666666667,0.8238095238095238
