run,he,mode,loss,train_f1,val_f1,test_f1,iter
0,0.2218302637338638,full,1.6348543167114258,0.2389055656709807,0.2335469012961705,0.2325725589772358,
0,0.2218302637338638,random,1.6217796405156453,0.2513655824024408,0.2463019280167705,0.2472172192860728,
0,0.2218302637338638,edge,1.621720314025879,0.2498203828551744,0.2449732794000413,0.247099117186808,
0,0.2218302637338638,learned,2.07492196559906,0.2635401801092465,0.2627771708642121,0.265227789423957,
0,0.2181509882211685,full,1.4236496925354003,0.3938192018109345,0.3911836782898816,0.391242729339514,
1,0.2181509882211685,full,1.4307847499847413,0.3923724226169972,0.3874044111134075,0.3905931677935575,
2,0.2181509882211685,full,1.4253632307052613,0.3923822646523301,0.3886740086805043,0.3896188254746228,
0,0.2181509882211685,random,1.4747554063796997,0.3706707347079376,0.366884171366146,0.3696005196492368,
1,0.2181509882211685,random,1.4758558750152588,0.3720879877958762,0.3663527119194543,0.3695709941244205,
2,0.2181509882211685,random,1.4760437488555909,0.3713793612519069,0.3666479671676164,0.3697481472733178,
0,0.2181509882211685,edge,1.4761668682098388,0.3722749864672014,0.3684490241814048,0.3709882193155983,
1,0.2181509882211685,edge,1.4790634155273437,0.3700703705526302,0.3675337329121025,0.370220555670377,
2,0.2181509882211685,edge,1.477241325378418,0.3707002608139363,0.3675042073872863,0.3705453364433553,
0,0.2181509882211685,learned,1.6291018009185791,0.3699719501993012,0.3652307419764386,0.3683899731317724,
1,0.2181509882211685,learned,1.626589012145996,0.3676098617194036,0.363400159437834,0.3669432224157784,
2,0.2181509882211685,learned,1.7712429285049438,0.3687023276413562,0.365289793026071,0.3689804836280965,
0,0.2181509882211685,edge,1.4778783321380615,0.3712907829339107,0.3676518350113673,0.3706043874929877,43.0
1,0.2181509882211685,edge,1.492827534675598,0.3631120515722651,0.3615991024240456,0.3606542856299271,28.0
2,0.2181509882211685,edge,1.4880751132965089,0.3671177599527582,0.3633706339130178,0.3657917269479465,32.0
3,0.2181509882211685,edge,1.4776057720184326,0.3697357413513114,0.3661460332457409,0.3680061413091617,43.0
4,0.21815098822116852,edge,1.4850104331970215,0.36841690861670195,0.3649650122530928,0.3660869821961085,37.0
